date,weather,temp,wind
2020年6月25日,多云/阴,33℃/23℃,无持续风向1-2级/无持续风向1-2级
2020年6月26日,阵雨/大雨,31℃/20℃,无持续风向1-2级/无持续风向1-2级
2020年6月27日,阵雨/阵雨,29℃/21℃,无持续风向1-2级/无持续风向1-2级
2020年6月28日,阴/多云,31℃/23℃,无持续风向1-2级/无持续风向1-2级
2020年6月29日,多云/多云,32℃/23℃,无持续风向1-2级/无持续风向1-2级
2020年6月30日,多云/阴,34℃/23℃,无持续风向1-2级/无持续风向1-2级
2020年7月1日,暴雨/阵雨,27℃/21℃,无持续风向1-2级/无持续风向1-2级
2020年7月2日,多云/多云,33℃/22℃,无持续风向1-2级/无持续风向1-2级
2020年7月3日,多云/阵雨,33℃/22℃,无持续风向1-2级/无持续风向1-2级
2020年7月4日,阵雨/阴,28℃/22℃,无持续风向1-2级/无持续风向1-2级
2020年7月4日,阵雨/阴,28℃/22℃,无持续风向1-2级/无持续风向1-2级
2020年7月5日,阴/阵雨,30℃/22℃,无持续风向1-2级/无持续风向1-2级
2020年7月5日,阴/阵雨,30℃/22℃,无持续风向1-2级/无持续风向1-2级
2020年7月6日,阴/阴,30℃/22℃,无持续风向1-2级/无持续风向1-2级
2020年7月7日,多云/阴,33℃/23℃,无持续风向1-2级/无持续风向1-2级
2020年7月8日,阵雨/阴,33℃/24℃,无持续风向1-2级/无持续风向1-2级
2020年7月9日,阵雨/阵雨,33℃/22℃,无持续风向1-2级/无持续风向1-2级
2020年7月10日,阵雨/阵雨,26℃/21℃,无持续风向1-2级/无持续风向1-2级
2020年7月11日,阴/阴,29℃/21℃,无持续风向1-2级/无持续风向1-2级
2020年7月12日,多云/阴,31℃/22℃,无持续风向1-2级/无持续风向1-2级
2020年7月13日,阵雨/阵雨,30℃/22℃,无持续风向1-2级/无持续风向1-2级
2020年7月14日,小雨/中雨,31℃/23℃,无持续风向1-2级/无持续风向1-2级
2020年7月15日,大雨/暴雨,28℃/22℃,无持续风向1-2级/无持续风向1-2级
2020年7月16日,阵雨/阵雨,28℃/23℃,无持续风向1-2级/无持续风向1-2级
2020年7月17日,阴/阴,33℃/24℃,无持续风向1-2级/无持续风向1-2级
2020年7月18日,阵雨/多云,32℃/22℃,无持续风向1-2级/无持续风向1-2级
2020年7月19日,多云/阴,33℃/22℃,无持续风向1-2级/无持续风向1-2级
2020年7月20日,阴/阵雨,29℃/19℃,无持续风向1-2级/无持续风向1-2级
2020年7月21日,阵雨/阵雨,25℃/20℃,无持续风向1-2级/无持续风向1-2级
2020年7月22日,阵雨/阵雨,29℃/21℃,无持续风向1-2级/无持续风向1-2级
2020年7月23日,阵雨/阵雨,31℃/22℃,无持续风向1-2级/无持续风向1-2级
2020年7月24日,中雨/暴雨,30℃/22℃,无持续风向1-2级/无持续风向1-2级
2020年7月25日,中雨/阵雨,27℃/21℃,无持续风向1-2级/无持续风向1-2级
2020年7月26日,晴/晴,34℃/21℃,无持续风向1-2级/无持续风向1-2级
2020年7月27日,晴/晴,33℃/23℃,无持续风向1-2级/无持续风向1-2级
2020年7月28日,多云/小雨,34℃/24℃,无持续风向1-2级/无持续风向1-2级
2020年7月29日,大雨/暴雨,28℃/21℃,无持续风向1-2级/无持续风向1-2级
2020年7月30日,大雨/阵雨,25℃/21℃,无持续风向1-2级/无持续风向1-2级
2020年7月31日,阵雨/阴,27℃/21℃,无持续风向1-2级/无持续风向1-2级
2020年8月1日,阴/中雨,29℃/23℃,无持续风向1-2级/无持续风向1-2级
2020年8月2日,阵雨/多云,30℃/23℃,无持续风向1-2级/无持续风向1-2级
2020年8月3日,阵雨/阵雨,32℃/23℃,无持续风向1-2级/无持续风向1-2级
2020年8月4日,阵雨/阵雨,32℃/23℃,无持续风向1-2级/无持续风向1-2级
2020年8月5日,小雨/小雨,33℃/25℃,无持续风向1-2级/无持续风向1-2级
2020年8月6日,阵雨/大雨,33℃/24℃,无持续风向1-2级/无持续风向1-2级
2020年8月7日,大雨/阴,27℃/23℃,无持续风向1-2级/无持续风向1-2级
2020年8月8日,多云/晴,33℃/25℃,无持续风向1-2级/无持续风向1-2级
2020年8月9日,多云/阴,35℃/25℃,无持续风向1-2级/无持续风向1-2级
2020年8月10日,多云/中雨,34℃/24℃,无持续风向1-2级/无持续风向1-2级
2020年8月11日,阵雨/暴雨,28℃/22℃,无持续风向1-2级/无持续风向1-2级
2020年8月12日,大雨/大雨,26℃/22℃,东北风1-2级/东北风1-2级
2020年8月13日,小雨/小雨,26℃/22℃,东北风1-2级/东北风1-2级
2020年8月14日,小雨/中雨,31℃/23℃,东北风1-2级/东北风1-2级
2020年8月15日,小雨/中雨,26℃/23℃,东北风1-2级/东北风1-2级
2020年8月16日,小雨/小雨,24℃/23℃,东北风1-2级/东北风1-2级
2020年8月17日,大雨/大雨,25℃/21℃,东北风1-2级/东北风1-2级
2020年8月18日,小雨/小雨,23℃/20℃,西风1-2级/西风1-2级
2020年8月19日,中雨/中雨,26℃/21℃,东风1-2级/东风1-2级
2020年8月20日,阴/晴,26℃/21℃,东南风1-2级/东南风1-2级
2020年8月21日,多云/小雨,30℃/22℃,南风1-2级/南风1-2级
2020年8月22日,阵雨/阵雨,27℃/22℃,北风1-2级/北风1-2级
2020年8月23日,阵雨/大雨,30℃/20℃,北风1-2级/北风1-2级
2020年8月24日,阵雨/晴,30℃/20℃,北风1-2级/北风1-2级
2020年8月25日,晴/晴,31℃/21℃,北风1-2级/北风1-2级
2020年8月26日,晴/晴,32℃/21℃,北风1-2级/北风1-2级
2020年8月27日,多云/阴,33℃/23℃,北风1-2级/北风1-2级
2020年8月28日,多云/阵雨,32℃/21℃,北风1-2级/北风1-2级
2020年8月29日,阵雨/大雨,29℃/22℃,北风1-2级/北风1-2级
2020年8月30日,大雨/阵雨,25℃/20℃,北风1-2级/北风1-2级
2020年8月31日,多云/多云,24℃/19℃,北风1-2级/北风1-2级
2020年9月1日,阴/多云,27℃/21℃,北风1-2级/北风1-2级
2020年9月2日,多云/晴,31℃/20℃,北风1-2级/北风1-2级
2020年9月3日,多云/多云,30℃/21℃,北风1-2级/北风1-2级
2020年9月4日,多云/多云,28℃/22℃,北风1-2级/北风1-2级
2020年9月5日,阵雨/阵雨,25℃/20℃,北风1-2级/北风1-2级
2020年9月6日,晴/晴,32℃/20℃,北风1-2级/北风1-2级
2020年9月7日,晴/多云,31℃/22℃,北风1-2级/北风1-2级
2020年9月8日,多云/阵雨,29℃/21℃,北风1-2级/北风1-2级
2020年9月9日,阵雨/阵雨,26℃/21℃,北风1-2级/北风1-2级
2020年9月10日,多云/阴,28℃/21℃,北风1-2级/北风1-2级
2020年9月11日,阴/阵雨,26℃/19℃,北风1-2级/北风1-2级
2020年9月12日,阵雨/阵雨,21℃/18℃,北风1-2级/北风1-2级
2020年9月13日,阵雨/阴,21℃/18℃,北风1-2级/北风1-2级
2020年9月14日,阴/多云,22℃/18℃,北风1-2级/北风1-2级
2020年9月15日,阵雨/阵雨,23℃/18℃,北风1-2级/北风1-2级
2020年9月16日,阵雨/阵雨,21℃/17℃,北风1-2级/北风1-2级
2020年9月17日,阵雨/多云,23℃/15℃,北风1-2级/北风1-2级
2020年9月18日,多云/多云,24℃/17℃,北风1-2级/北风1-2级
2020年9月19日,阴/阵雨,22℃/17℃,北风1-2级/北风1-2级
2020年9月20日,阵雨/阵雨,20℃/17℃,北风1-2级/北风1-2级
2020年9月21日,阵雨/阵雨,20℃/17℃,北风1-2级/北风1-2级
2020年9月22日,阴/多云,23℃/17℃,北风1-2级/北风1-2级
2020年9月23日,多云/多云,23℃/17℃,北风1-2级/北风1-2级
2020年9月24日,阵雨/阵雨,21℃/17℃,北风1-2级/北风1-2级
2020年9月25日,阵雨/阵雨,19℃/16℃,北风1-2级/北风1-2级
2020年9月26日,阴/阵雨,20℃/16℃,北风1-2级/北风1-2级
2020年9月27日,阵雨/阵雨,19℃/16℃,北风1-2级/北风1-2级
2020年9月28日,阵雨/阵雨,19℃/16℃,北风1-2级/北风1-2级
2020年9月29日,多云/多云,24℃/17℃,北风1-2级/北风1-2级
2020年9月30日,多云/阵雨,22℃/18℃,北风1-2级/北风1-2级
2020年10月1日,小雨/小雨,21℃/17℃,北风1-2级/北风1-2级
2020年10月2日,小雨/阴,21℃/17℃,北风1-2级/北风1-2级
2020年10月3日,阴/阴,21℃/16℃,北风1-2级/北风1-2级
2020年10月4日,阴/小雨,19℃/13℃,北风1-2级/北风1-2级
2020年10月5日,阴/小雨,16℃/13℃,北风1-2级/北风1-2级
2020年10月6日,小雨/小雨,15℃/12℃,北风1-2级/北风1-2级
2020年10月7日,阴/阴,18℃/14℃,北风1-2级/北风1-2级
2020年10月8日,小雨/小雨,17℃/14℃,北风1-2级/北风1-2级
2020年10月9日,多云/多云,17℃/14℃,北风1-2级/北风1-2级
2020年10月10日,多云/阴,18℃/14℃,北风1-2级/北风1-2级
2020年10月11日,阴/阴,19℃/15℃,北风1-2级/北风1-2级
2020年10月12日,阴/小雨,17℃/14℃,北风1-2级/北风1-2级
2020年10月13日,小雨/小雨,17℃/14℃,北风1-2级/北风1-2级
2020年10月14日,阴/小雨,15℃/13℃,北风1-2级/北风1-2级
2020年10月15日,多云/阴,16℃/12℃,北风1-2级/北风1-2级
2020年10月16日,多云/阴,18℃/12℃,北风1-2级/北风1-2级
2020年10月17日,多云/小雨,15℃/11℃,北风1-2级/北风1-2级
2020年10月18日,小雨/小雨,16℃/11℃,北风1-2级/北风1-2级
2020年10月19日,阴/小雨,15℃/12℃,北风1-2级/北风1-2级
2020年10月20日,小雨/多云,16℃/12℃,北风1-2级/北风1-2级
2020年10月21日,晴/多云,22℃/12℃,北风1-2级/北风1-2级
2020年10月22日,晴/晴,22℃/12℃,北风1-2级/北风1-2级
2020年10月23日,阴/阴,20℃/13℃,北风1-2级/北风1-2级
2020年10月24日,阴/阴,19℃/14℃,北风1-2级/北风1-2级
2020年10月25日,多云/多云,19℃/15℃,北风1-2级/北风1-2级
2020年10月26日,阴/阴,22℃/15℃,北风1-2级/北风1-2级
2020年10月27日,阴/阴,18℃/13℃,北风1-2级/北风1-2级
2020年10月28日,多云/多云,18℃/12℃,北风1-2级/北风1-2级
2020年10月29日,多云/多云,19℃/13℃,北风1-2级/北风1-2级
2020年10月30日,小雨/小雨,18℃/13℃,北风1-2级/北风1-2级
2020年10月31日,多云/阴,18℃/14℃,北风1-2级/北风1-2级
2020年11月1日,阴/多云,20℃/13℃,北风1-2级/北风1-2级
2020年11月2日,多云/多云,19℃/12℃,北风1-2级/北风1-2级
2020年11月3日,多云/阴,16℃/12℃,北风1-2级/北风1-2级
2020年11月4日,小雨/小雨,14℃/11℃,北风1-2级/北风1-2级
2020年11月5日,阴/阴,14℃/11℃,北风1-2级/北风1-2级
2020年11月6日,晴/多云,20℃/12℃,北风1-2级/北风1-2级
2020年11月7日,晴/阴,21℃/15℃,北风1-2级/北风1-2级
2020年11月8日,多云/多云,20℃/13℃,北风1-2级/北风1-2级
2020年11月9日,多云/多云,20℃/14℃,北风1-2级/北风1-2级
2020年11月10日,多云/多云,21℃/15℃,东北风1-2级/东北风1-2级
2020年11月11日,多云/多云,20℃/15℃,北风1-2级/北风1-2级
2020年11月12日,多云/多云,21℃/15℃,北风1-2级/北风1-2级
2020年11月13日,阴/阴,19℃/15℃,北风1-2级/北风1-2级
2020年11月14日,多云/多云,19℃/15℃,北风1-2级/北风1-2级
2020年11月15日,多云/多云,21℃/15℃,北风1-2级/北风1-2级
2020年11月16日,多云/多云,20℃/15℃,北风1-2级/北风1-2级
2020年11月17日,多云/多云,20℃/14℃,北风1-2级/北风1-2级
2020年11月18日,多云/阴,20℃/12℃,北风1-2级/北风1-2级
2020年11月19日,晴/多云,19℃/12℃,北风1-2级/北风1-2级
2020年11月20日,阴/小雨,17℃/11℃,北风1-2级/北风1-2级
2020年11月21日,阴/小雨,13℃/7℃,北风1-2级/北风1-2级
2020年11月22日,阴/阴,8℃/4℃,北风1-2级/北风1-2级
2020年11月23日,多云/多云,9℃/4℃,北风1-2级/北风1-2级
2020年11月24日,阴/多云,9℃/5℃,北风1-2级/北风1-2级
2020年11月25日,多云/多云,11℃/6℃,北风1-2级/北风1-2级
2020年11月26日,阴/阴,12℃/7℃,北风1-2级/北风1-2级
2020年11月27日,阴/小雨,12℃/7℃,北风1-2级/北风1-2级
2020年11月28日,小雨/阴,11℃/7℃,北风1-2级/北风1-2级
2020年11月29日,阴/阴,10℃/7℃,北风1-2级/北风1-2级
2020年11月30日,小雨/小雨,9℃/7℃,北风1-2级/北风1-2级
2020年12月1日,小雨/小雨,9℃/6℃,北风1-2级/北风1-2级
2020年12月2日,小雨/小雨,8℃/5℃,北风1-2级/北风1-2级
2020年12月3日,小雨/小雨,5℃/3℃,东北风1-2级/东北风1-2级
2020年12月3日,小雨/小雨,5℃/3℃,东北风1-2级/东北风1-2级
2020年12月4日,小雨/小雨,5℃/3℃,北风1-2级/北风1-2级
2020年12月5日,阴/小雨,7℃/4℃,北风1-2级/北风1-2级
2020年12月6日,阴/阴,8℃/5℃,北风1-2级/北风1-2级
2020年12月7日,阴/多云,9℃/5℃,北风1-2级/北风1-2级
2020年12月8日,多云/阴,8℃/4℃,北风1-2级/北风1-2级
2020年12月9日,阴/多云,9℃/5℃,北风1-2级/北风1-2级
2020年12月10日,多云/阴,10℃/6℃,北风1-2级/北风1-2级
2020年12月11日,阴/多云,10℃/6℃,北风1-2级/北风1-2级
2020年12月12日,阴/阴,10℃/7℃,北风1-2级/北风1-2级
2020年12月13日,小雨/小雨,8℃/3℃,北风1-2级/北风1-2级
2020年12月14日,阴/小雨,4℃/1℃,北风1-2级/北风1-2级
2020年12月15日,小雨/小雨,4℃/2℃,北风1-2级/北风1-2级
2020年12月16日,小雨/小雨,5℃/2℃,北风1-2级/北风1-2级
2020年12月17日,小雨/小雨,4℃/3℃,北风1-2级/北风1-2级
2020年12月18日,多云/多云,8℃/3℃,北风1-2级/北风1-2级
2020年12月19日,多云/多云,8℃/1℃,北风1-2级/北风1-2级
2020年12月20日,多云/多云,8℃/1℃,北风1-2级/北风1-2级
2020年12月21日,多云/多云,8℃/3℃,北风1-2级/北风1-2级
2020年12月22日,阴/多云,7℃/4℃,北风1-2级/北风1-2级
2020年12月23日,多云/晴,11℃/3℃,北风1-2级/北风1-2级
2020年12月24日,多云/阴,10℃/6℃,北风1-2级/北风1-2级
2020年12月25日,小雨/小雨,8℃/5℃,北风1-2级/北风1-2级
2020年12月26日,多云/多云,10℃/4℃,北风1-2级/北风1-2级
2020年12月27日,多云/多云,10℃/2℃,北风1-2级/北风1-2级
2020年12月28日,多云/阴,9℃/4℃,北风1-2级/北风1-2级
2020年12月29日,多云/晴,8℃/1℃,北风1-2级/北风1-2级
2020年12月30日,多云/多云,7℃/1℃,北风1-2级/北风1-2级
2020年12月31日,多云/晴,7℃/0℃,北风1-2级/北风1-2级
